yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagiNAO,nipples,pregNAOnt,wgt,tag,note2,ltag,note3,note5
1989,4,133,1,9,25,681414.211,3535166.796,DM,M,,,,,49,8623,,8623,,
1991,12,166,1,9,25,681414.211,3535166.796,DM,F,,,,,36,1831,,1861,,
1995,4,206,1,9,25,681414.211,3535166.796,DM,F,,S,E,,42,4E180E,*,0,,
1991,8,162,1,9,25,681414.211,3535166.796,DM,F,,,,,29,1831,,0,,
1991,3,157,1,9,25,681414.211,3535166.796,DM,F,,,E,,39,1520,,0,,
2008,6,362,1,9,25,681414.211,3535166.796,DO,F,,,,,47,161975,,,,
2007,12,355,1,9,25,681414.211,3535166.796,SF,F,,,,,68,4D4F54,*,,,
2007,11,354,1,9,25,681414.211,3535166.796,SF,M,,,,,58,6D1E46,*,,,
2008,6,361,1,9,25,681414.211,3535166.796,PB,M,,,,,34,31642E,,,,
2009,6,374,1,9,25,681414.211,3535166.796,DO,F,,,,,45,59587B,,,,
2008,3,358,1,9,25,681414.211,3535166.796,SF,F,,,,,45,4D4D67,*,,,
2009,6,374,1,9,25,681414.211,3535166.796,PP,F,J,,,,11,53306D,*,,,
2008,1,356,1,9,25,681414.211,3535166.796,SF,F,,,,,82,7B1C6C,*,,,
2001,7,278,1,9,25,681414.211,3535166.796,DM,F,J,,,,25,36202,*,0,,
2000,6,265,1,9,25,681414.211,3535166.796,PP,M,,,,,19,8001PP,,0,,
2001,9,280,1,9,25,681414.211,3535166.796,PP,F,,,,,15,3A7A27,*,0,,
2002,3,286,1,9,25,681414.211,3535166.796,OT,M,,,,,30,776,,0,,
2000,8,268,1,9,25,681414.211,3535166.796,PB,M,,,,,28,7B2922,*,0,,
2000,9,269,1,9,25,681414.211,3535166.796,OT,M,,,,,23,4E7C7F,,0,,
2000,7,266,1,9,25,681414.211,3535166.796,PP,M,,,,,16,8333PP,*,0,,
1997,2,228,1,9,25,681414.211,3535166.796,DM,M,,,,,47,194F73,,0,,
1995,8,211,1,9,25,681414.211,3535166.796,DM,F,,S,E,,41,15F31F,,0,,
1995,12,214,1,9,25,681414.211,3535166.796,DM,F,,S,E,,50,1957DE,*,0,,
1997,5,231,1,9,25,681414.211,3535166.796,DM,F,,,E,,44,703275,,0,,
1995,9,212,1,9,25,681414.211,3535166.796,DM,F,,S,E,,51,15F31F,,0,,
1997,7,233,1,9,25,681414.211,3535166.796,OT,M,,,,,24,2840,,0,,
1996,10,225,1,9,25,681414.211,3535166.796,PF,M,,,,,7,14BD39,*,0,,
2000,1,261,1,9,25,681414.211,3535166.796,DM,M,,,,,50,443,,0,,
1999,2,252,1,9,25,681414.211,3535166.796,DM,M,,,,,48,187,,0,,
1998,2,239,1,9,25,681414.211,3535166.796,DO,F,,,,,52,0001DO,*,0,,
1981,2,43,1,9,25,681414.211,3535166.796,DO,F,,,,,55,2796,,0,,
1983,3,66,1,9,25,681414.211,3535166.796,PF,M,,,,,7,7604,,0,,
1986,4,98,1,9,25,681414.211,3535166.796,OL,M,,,,,39,6227,,0,,
1986,12,106,1,9,25,681414.211,3535166.796,DM,M,,,,,54,0,,6656,,
1985,5,89,1,9,25,681414.211,3535166.796,DM,M,,,,,33,5988,,0,,
1983,4,67,1,9,25,681414.211,3535166.796,DO,M,,,,,55,3919,,0,,
1987,4,109,1,9,25,681414.211,3535166.796,DM,M,,,,,49,6656,,0,,
1986,3,97,1,9,25,681414.211,3535166.796,DM,M,,,,,48,5793,,6656,,
2009,7,375,1,9,24,681407.595,3535166.945,DO,F,,,,,46,59587B,,,,
2011,7,395,1,9,24,681407.595,3535166.945,PP,M,,,,,13,01535F,*,,,
2012,10,410,1,9,24,681407.595,3535166.945,PP,M,,,,,17,0118ED,*,,,
2012,11,411,1,9,24,681407.595,3535166.945,PP,M,,,,,17,00FAA3,*,,,
2006,4,335,1,9,24,681407.595,3535166.945,PP,F,,,,,13,344B03,*,0,,
2006,1,332,1,9,24,681407.595,3535166.945,PP,F,,,,,16,4D5503,,0,,
2004,12,319,1,9,24,681407.595,3535166.945,PB,M,,,,,35,1B0971,,0,,
2005,11,329,1,9,24,681407.595,3535166.945,DM,M,,,,,45,5B405A,*,0,,
2007,10,353,1,9,24,681407.595,3535166.945,PB,M,,,,,29,0C216F,,,,
2007,7,350,1,9,24,681407.595,3535166.945,PB,M,,,,,31,0C216F,,,,
2007,5,348,1,9,24,681407.595,3535166.945,PB,M,,,,,28,0C216F,,,,
2007,6,349,1,9,24,681407.595,3535166.945,PB,M,,,,,31,0C216F,,,,
2003,6,301,1,9,24,681407.595,3535166.945,PP,F,,,,,13,0F2A66,,0,,
2003,5,300,1,9,24,681407.595,3535166.945,PP,F,,,,,6,0F2A66,*,0,,
1987,11,117,1,9,24,681407.595,3535166.945,DO,M,,,,,48,7085,,0,,
1988,1,118,1,9,24,681407.595,3535166.945,DO,M,,,,,50,7085,,0,,
1992,2,168,1,9,24,681407.595,3535166.945,DM,M,,,,,47,7470,,0,,
1991,6,160,1,9,24,681407.595,3535166.945,DM,F,,,E,,46,1089,,0,,
1991,1,155,1,9,24,681407.595,3535166.945,DM,M,,,,,47,1328,,0,,
1991,7,161,1,9,24,681407.595,3535166.945,DM,F,J,,,,27,1831,,0,,
1991,9,163,1,9,24,681407.595,3535166.945,DM,F,,,,,34,1831,,0,,
2008,10,366,1,9,24,681407.595,3535166.945,DO,F,,,,,53,161975,,,,
2008,6,361,1,9,24,681407.595,3535166.945,DO,F,,,,,31,1F2A07,,,,
2001,7,278,1,9,24,681407.595,3535166.945,DM,F,,,E,,48,595,,0,,
2000,11,270,1,9,24,681407.595,3535166.945,DM,M,,,,,42,641,,0,,
2000,6,265,1,9,24,681407.595,3535166.945,PP,M,,,,,17,7122PP,,0,,
2000,7,266,1,9,24,681407.595,3535166.945,DM,M,,,,,40,641,*,0,,
2002,4,287,1,9,24,681407.595,3535166.945,PP,F,,,,,17,3A7A27,,0,,
1997,5,231,1,9,24,681407.595,3535166.945,DO,M,,,,,46,2643,,0,,
1997,7,233,1,9,24,681407.595,3535166.945,DO,M,,,,,48,2857,*,0,,
1997,4,230,1,9,24,681407.595,3535166.945,DO,M,,,,,50,2760,*,0,,
1996,12,227,1,9,24,681407.595,3535166.945,DM,M,,,,,51,194F73,,0,,
1998,12,250,1,9,24,681407.595,3535166.945,DM,F,,,,,40,167,,0,,
1985,12,96,1,9,24,681407.595,3535166.945,DM,M,,,,,41,5528,,0,,
1985,10,94,1,9,24,681407.595,3535166.945,DM,M,,,,,44,6329,,0,,
1983,5,68,1,9,24,681407.595,3535166.945,PF,M,,,,,8,7604,,0,,
1984,2,76,1,9,24,681407.595,3535166.945,DO,M,,,,,53,3919,,0,,
2012,8,408,1,9,23,681401.351,3535166.608,PP,M,,,,,25,,,,,
2011,5,393,1,9,23,681401.351,3535166.608,PP,M,,,,,20,442661,,,,
2010,5,385,1,9,23,681401.351,3535166.608,DM,F,,S,E,,44,000831,*,000832,*,
2012,1,401,1,9,23,681401.351,3535166.608,OT,F,,,,,24,000216,*,000217,*,
2010,1,381,1,9,23,681401.351,3535166.608,DM,F,,,,,36,000709,,000710,,
2012,11,411,1,9,23,681401.351,3535166.608,OL,F,,,,,21,001114,*,001113,*,
2004,8,315,1,9,23,681401.351,3535166.608,OT,F,,,E,P,28,680239,,0,,
2006,12,343,1,9,23,681401.351,3535166.608,PP,F,,,,,15,156266,*,0,,
2007,3,346,1,9,23,681401.351,3535166.608,PP,M,,,,,22,3A383F,,,,
2007,9,352,1,9,23,681401.351,3535166.608,OT,M,,,,,25,310720,*,,,
2007,10,353,1,9,23,681401.351,3535166.608,OT,M,,,,,24,1C3236,*,,,
2003,5,299,1,9,23,681401.351,3535166.608,PP,F,,,,,17,6F743A,,0,,
2003,3,298,1,9,23,681401.351,3535166.608,PB,F,,,,,34,3B1506,,0,,
1987,10,116,1,9,23,681401.351,3535166.608,DO,F,,,,,47,7970,,0,,
1988,5,122,1,9,23,681401.351,3535166.608,DM,F,,,E,,43,7855,,0,,
1990,6,148,1,9,23,681401.351,3535166.608,DM,M,J,,,,21,1302,,0,,
1988,11,128,1,9,23,681401.351,3535166.608,DM,F,,,E,,47,7855,,0,,
1989,2,131,1,9,23,681401.351,3535166.608,PE,M,,,,,23,8621,,0,,
1988,7,124,1,9,23,681401.351,3535166.608,DO,F,,,,,61,6464,,0,,
1988,10,127,1,9,23,681401.351,3535166.608,DM,F,,,,,45,7855,,0,,
1993,4,182,1,9,23,681401.351,3535166.608,OL,F,,,E,,28,0DE537,,0,,
1991,3,157,1,9,23,681401.351,3535166.608,DM,F,,,E,,49,1267,,0,,
1991,11,165,1,9,23,681401.351,3535166.608,DM,M,,,,,42,7470,,0,,
1995,3,205,1,9,23,681401.351,3535166.608,DO,M,,,,,50,0E0769,*,0,,
1993,1,179,1,9,23,681401.351,3535166.608,DM,F,,,,,36,2187,,2161,,
2008,5,360,1,9,23,681401.351,3535166.608,DO,F,,,,,49,161975,,,,
2009,3,371,1,9,23,681401.351,3535166.608,DO,F,,,,,54,48724E,,,,
2000,7,266,1,9,23,681401.351,3535166.608,PB,M,,,,,38,7211PB,,0,,
2000,8,268,1,9,23,681401.351,3535166.608,PP,M,,,,,15,0133PP,,0,,
2001,7,278,1,9,23,681401.351,3535166.608,DO,M,,,,,,,,0,,E
2000,6,265,1,9,23,681401.351,3535166.608,DO,M,,,,,44,7C645B,*,0,,
2001,3,273,1,9,23,681401.351,3535166.608,PP,M,,,,,14,7133PP,,0,,
1997,4,230,1,9,23,681401.351,3535166.608,OL,F,,,,,38,1EB000,,0,,
1997,3,229,1,9,23,681401.351,3535166.608,DO,M,,,,,43,2643,*,0,,
1996,10,225,1,9,23,681401.351,3535166.608,DO,M,,,,,49,1F4E60,,0,,
1996,6,221,1,9,23,681401.351,3535166.608,DO,M,,,,,48,1F4E60,,0,,
2000,3,263,1,9,23,681401.351,3535166.608,PB,F,,,,,26,6150PB,,0,,
1998,5,242,1,9,23,681401.351,3535166.608,DO,M,,,,,61,0002DO,*,0,,
1997,9,235,1,9,23,681401.351,3535166.608,DO,M,,,,,52,2857,,0,,
2000,2,262,1,9,23,681401.351,3535166.608,DM,M,,,,,47,182,,0,,
1980,1,30,1,9,23,681401.351,3535166.608,OL,M,,,,,32,2153,,0,,
1984,5,79,1,9,23,681401.351,3535166.608,DO,M,,,,,55,3919,,0,,
1986,6,100,1,9,23,681401.351,3535166.608,DO,F,,,E,,49,6371,,0,,
1985,6,90,1,9,23,681401.351,3535166.608,DM,M,,,,,39,5988,,0,,
2012,3,403,1,9,22,681395.26,3535166.249,DM,F,,,,,42,000389,*,000271,*,
2011,10,399,1,9,22,681395.26,3535166.249,PP,F,,,,,19,380C42,,,,
2012,6,406,1,9,22,681395.26,3535166.249,PP,F,,,,,12,,,,,
2012,1,401,1,9,22,681395.26,3535166.249,DM,F,,S,,,30,000214,*,000215,*,
2005,11,329,1,9,22,681395.26,3535166.249,OT,F,,,,,22,0A0574,*,0,,
2005,6,324,1,9,22,681395.26,3535166.249,PP,M,,,,,15,3A383F,*,0,,
2005,1,320,1,9,22,681395.26,3535166.249,DO,M,,,,,52,543641,,0,,
2006,6,337,1,9,22,681395.26,3535166.249,PP,M,,,,,17,0D5D6B,,0,,
2006,1,331,1,9,22,681395.26,3535166.249,DM,F,,,,,36,076656,,,,
2007,2,345,1,9,22,681395.26,3535166.249,PP,F,,,,,17,530813,,,,
2007,7,350,1,9,22,681395.26,3535166.249,PP,F,,,E,,21,080658,,,,
2003,10,305,1,9,22,681395.26,3535166.249,PB,M,,,,,23,706671,,0,,
2003,10,305,1,9,22,681395.26,3535166.249,PP,F,,,,,15,606D58,*,0,,
2003,7,302,1,9,22,681395.26,3535166.249,PP,F,,,,,15,7C6C1D,,0,,
2003,5,299,1,9,22,681395.26,3535166.249,PB,M,,,,,41,724A49,,0,,
2002,11,293,1,9,22,681395.26,3535166.249,PB,F,,,,,,546D7E,*,0,,
2003,9,304,1,9,22,681395.26,3535166.249,PB,M,,,,,30,706671,,0,,
1987,8,114,1,9,22,681395.26,3535166.249,NAO,F,,,,,90,6588,,0,,
1989,2,131,1,9,22,681395.26,3535166.249,PE,F,,,,,24,8853,,0,,
1989,6,135,1,9,22,681395.26,3535166.249,PE,M,,,,,18,8762,,0,,
1988,5,122,1,9,22,681395.26,3535166.249,NAO,F,,,E,,112,7856,,0,,
1995,1,203,1,9,22,681395.26,3535166.249,DM,M,,,,,44,1958D6,,0,,
1992,5,171,1,9,22,681395.26,3535166.249,DM,M,J,,,,25,2160,,2194,,
1991,2,156,1,9,22,681395.26,3535166.249,RM,M,,,,,12,1584,,0,,
1991,12,166,1,9,22,681395.26,3535166.249,RM,M,,,,,7,1860,,0,,
2007,11,354,1,9,22,681395.26,3535166.249,PP,F,,,,,19,080658,,,,
2007,12,355,1,9,22,681395.26,3535166.249,DO,F,,,,,50,161975,,,,
2008,6,362,1,9,22,681395.26,3535166.249,PP,M,J,,,,8,4A5403,*,,,
2008,5,360,1,9,22,681395.26,3535166.249,PP,F,,,,,17,080658,,,,
2001,3,274,1,9,22,681395.26,3535166.249,DM,M,,,,,52,641,,0,,
2002,10,292,1,9,22,681395.26,3535166.249,PP,F,,,,,17,7C6C1D,,0,,
2002,9,291,1,9,22,681395.26,3535166.249,PP,F,,,,,17,7C6C1D,*,0,,
2000,6,265,1,9,22,681395.26,3535166.249,PB,M,,,,,18,0E1D66,*,0,,
2002,3,286,1,9,22,681395.26,3535166.249,PE,F,,,E,,23,7C0C67,*,0,,
2002,4,287,1,9,22,681395.26,3535166.249,PP,M,,,,,,,,0,,E
1997,7,233,1,9,22,681395.26,3535166.249,DM,F,,,,,37,2756,,0,,
1999,11,259,1,9,22,681395.26,3535166.249,PB,M,,,,,39,6023PB,*,0,,
1983,9,72,1,9,22,681395.26,3535166.249,PP,F,,,,,13,8101,,0,,
1987,3,108,1,9,22,681395.26,3535166.249,DM,F,,,,,45,7052,,0,,
1984,12,85,1,9,22,681395.26,3535166.249,DO,M,,,,,42,5587,,0,,
1987,4,109,1,9,22,681395.26,3535166.249,DO,F,,,B,,66,7083,,0,,
2009,9,377,1,9,21,681389.06,3535166.546,DO,F,,,,,44,31115C,,,,
2009,8,376,1,9,21,681389.06,3535166.546,PP,M,,,,,15,1B0565,,,,
2012,4,404,1,9,21,681389.06,3535166.546,DM,F,,,B,,44,000389,,000271,*,
2011,7,395,1,9,21,681389.06,3535166.546,PP,F,,,,,14,6B1944,*,,,
2012,7,407,1,9,21,681389.06,3535166.546,PP,,,,,,20,,,,,
2010,9,387,1,9,21,681389.06,3535166.546,DM,M,,,,,48,363D7C,,,,
2012,10,410,1,9,21,681389.06,3535166.546,PP,F,,,,,13,00E7AE,*,,,
2006,9,340,1,9,21,681389.06,3535166.546,PP,F,,,E,,19,80658,,0,,
2005,11,329,1,9,21,681389.06,3535166.546,PB,F,,,,,26,5B4C62,*,0,,
2004,10,317,1,9,21,681389.06,3535166.546,PP,F,,,,,16,260D5F,*,0,,
2005,5,323,1,9,21,681389.06,3535166.546,PP,F,,,E,,16,260D5F,,0,,
2007,9,352,1,9,21,681389.06,3535166.546,PB,M,,,,,33,66612D,,,,
2007,6,349,1,9,21,681389.06,3535166.546,PB,M,,,,,31,66612D,*,,,
2007,3,346,1,9,21,681389.06,3535166.546,SH,M,,,,,108,,,,,
2007,2,345,1,9,21,681389.06,3535166.546,SH,M,,,,,98,,,,,
2006,12,343,1,9,21,681389.06,3535166.546,PP,F,,,E,,18,2C4C26,*,0,,
2007,7,350,1,9,21,681389.06,3535166.546,PB,M,,,,,26,66612D,,,,
2003,3,297,1,9,21,681389.06,3535166.546,DM,M,,,,,53,2C0134,,0,,
2003,7,302,1,9,21,681389.06,3535166.546,SF,M,,,,,89,96375,,0,,
2003,12,307,1,9,21,681389.06,3535166.546,PB,M,,,,,24,706671,,0,,
2002,12,295,1,9,21,681389.06,3535166.546,PB,F,,,,,27,546D7E,,0,,
2003,7,302,1,9,21,681389.06,3535166.546,PB,M,,,,,28,706671,,0,,
2003,11,306,1,9,21,681389.06,3535166.546,OT,F,,,,,21,680239,,0,,
1988,12,129,1,9,21,681389.06,3535166.546,DM,M,,,,,37,7443,,0,,
1989,10,139,1,9,21,681389.06,3535166.546,OT,F,,,E,,23,8946,,0,,
1989,11,140,1,9,21,681389.06,3535166.546,DM,M,,,,,55,8558,,0,,
1987,10,116,1,9,21,681389.06,3535166.546,DO,M,,,,,56,6826,,0,,
1994,10,200,1,9,21,681389.06,3535166.546,DO,F,,,,,48,14742E,*,0,,
1992,10,177,1,9,21,681389.06,3535166.546,RM,F,,S,E,,12,2360,,0,,
1990,7,149,1,9,21,681389.06,3535166.546,DM,F,,,,,38,1267,,0,,
2009,2,370,1,9,21,681389.06,3535166.546,DO,F,,,,,33,20367D,*,,,
2008,6,361,1,9,21,681389.06,3535166.546,PP,F,,,E,,20,080658,,,,
2008,9,365,1,9,21,681389.06,3535166.546,DO,F,,,E,,50,48724E,,,,
2008,11,367,1,9,21,681389.06,3535166.546,DO,F,,S,,,50,48724E,,,,
2001,4,275,1,9,21,681389.06,3535166.546,PP,M,,,,,21,72121B,*,0,,
2000,8,268,1,9,21,681389.06,3535166.546,DM,F,,,,,39,51064D,*,0,,
2000,12,271,1,9,21,681389.06,3535166.546,DM,M,,,,,43,641,,0,,
2000,7,266,1,9,21,681389.06,3535166.546,PP,M,,,,,14,8341PP,*,0,,
2002,9,291,1,9,21,681389.06,3535166.546,DM,M,,,,,,2C0134,*,0,,
2002,6,289,1,9,21,681389.06,3535166.546,OT,F,,,,,,484244,*,0,,
1997,3,229,1,9,21,681389.06,3535166.546,DM,M,,,,,39,14C07B,,0,,
1997,6,232,1,9,21,681389.06,3535166.546,DM,F,,,,,36,2756,,0,,
1995,7,210,1,9,21,681389.06,3535166.546,DO,F,,,,,56,1710F4,,0,,
1997,9,235,1,9,21,681389.06,3535166.546,OT,F,,,,,21,2985,*,0,,
1999,6,256,1,9,21,681389.06,3535166.546,DO,M,,,,,36,459,,0,,
1998,6,244,1,9,21,681389.06,3535166.546,DO,F,J,S,,,36,8032DO,*,0,,
1999,4,254,1,9,21,681389.06,3535166.546,PP,M,,,,,20,5040PP,,0,,
1999,2,252,1,9,21,681389.06,3535166.546,DM,F,,,B,,45,474,,0,,
1999,10,258,1,9,21,681389.06,3535166.546,DM,F,,,B,,55,504,*,0,,
1983,1,64,1,9,21,681389.06,3535166.546,DO,M,,,,,51,3885,,0,,
1981,2,43,1,9,21,681389.06,3535166.546,DO,M,,,,,44,2771,,0,,
1987,2,107,1,9,21,681389.06,3535166.546,DM,M,,,,,54,6423,,0,,
1983,10,73,1,9,21,681389.06,3535166.546,DO,M,,,,,46,5025,,0,,
1986,10,104,1,9,21,681389.06,3535166.546,DM,M,,,,,40,6423,,0,,
1983,10,73,1,9,21,681389.06,3535166.546,DO,F,,,,,54,5342,,0,,
1985,12,96,1,9,21,681389.06,3535166.546,DM,M,,,,,42,6747,,0,,
1986,3,97,1,9,21,681389.06,3535166.546,DM,M,,,,,45,6747,,0,,
1987,4,109,1,9,21,681389.06,3535166.546,DM,M,,,,,52,6423,,0,,
2012,8,408,1,9,31,681389.18,3535159.976,PP,F,,,,,21,,,,,
2012,7,407,1,9,31,681389.18,3535159.976,PP,F,,,,,15,,,,,
2012,2,402,1,9,31,681389.18,3535159.976,DM,M,,,,,53,000328,*,000329,*,
2012,12,412,1,9,31,681389.18,3535159.976,OT,M,,,,,20,000421,,000651,,
2005,11,329,1,9,31,681389.18,3535159.976,PP,F,,,,,16,620E38,,0,,
2005,7,325,1,9,31,681389.18,3535159.976,PP,F,,,,,14,4D5503,*,0,,
2006,3,334,1,9,31,681389.18,3535159.976,PP,M,,,,,18,3A383F,,0,,
2004,9,316,1,9,31,681389.18,3535159.976,DO,F,J,,,,42,35027C,*,0,,
2007,2,345,1,9,31,681389.18,3535159.976,PP,M,,,,,19,004T,*,,,
2007,3,346,1,9,31,681389.18,3535159.976,PP,F,,,,,17,530813,,,,
2007,3,346,1,9,31,681389.18,3535159.976,PP,F,,,,,15,205953,*,,,
2007,6,349,1,9,31,681389.18,3535159.976,PB,F,,,,,25,735D59,*,,,
2007,4,347,1,9,31,681389.18,3535159.976,SH,M,,,,,130,,,,,
2004,1,308,1,9,31,681389.18,3535159.976,OT,F,,,,,28,680239,,0,,
2004,7,314,1,9,31,681389.18,3535159.976,PP,F,,,,,16,68223D,*,0,,
2003,5,299,1,9,31,681389.18,3535159.976,PE,M,,,,,17,7E3373,*,0,,
2003,2,296,1,9,31,681389.18,3535159.976,DM,M,,,,,50,2C0134,,0,,
1988,7,124,1,9,31,681389.18,3535159.976,DM,M,,,,,52,8516,,0,,
1988,11,128,1,9,31,681389.18,3535159.976,OL,F,,,E,,31,7311,,0,,
1989,10,139,1,9,31,681389.18,3535159.976,DM,M,,,,,55,8558,,0,,
1990,7,149,1,9,31,681389.18,3535159.976,DM,M,J,,,,20,1388,,0,,
1995,4,206,1,9,31,681389.18,3535159.976,DO,M,,,,,55,1E9E9A,*,0,,
1995,4,207,1,9,31,681389.18,3535159.976,DO,F,,,B,,56,1710F4,*,0,,
2008,2,357,1,9,31,681389.18,3535159.976,PB,M,,,,,40,6B7D40,,,,
2009,4,372,1,9,31,681389.18,3535159.976,DO,F,,,,,51,48724E,,,,
2008,4,359,1,9,31,681389.18,3535159.976,PB,F,,,,,30,7E570A,*,,,
2008,6,362,1,9,31,681389.18,3535159.976,SF,F,,,,,53,61132A,*,,,
2007,11,354,1,9,31,681389.18,3535159.976,PB,M,,,,,41,6B7D40,,,,
2008,6,361,1,9,31,681389.18,3535159.976,PF,M,,,,,7,0E7C45,*,,,
2002,7,290,1,9,31,681389.18,3535159.976,OT,F,,,,,23,705,*,0,,
2002,6,289,1,9,31,681389.18,3535159.976,PP,F,J,,,,11,0B6C59,*,0,,
2001,11,282,1,9,31,681389.18,3535159.976,OT,M,,,,,20,6B4962,*,0,,
1997,7,233,1,9,31,681389.18,3535159.976,PF,M,,,,,6,6100PF,*,0,,
1997,4,230,1,9,31,681389.18,3535159.976,DM,F,J,,,,31,2756,*,0,,
1996,10,225,1,9,31,681389.18,3535159.976,PF,M,,,,,6,311A14,*,0,,
1996,11,226,1,9,31,681389.18,3535159.976,DM,M,,,,,40,14C07B,,0,,
1998,7,245,1,9,31,681389.18,3535159.976,DO,F,,,,,40,8012DO,,0,,
1997,10,236,1,9,31,681389.18,3535159.976,DM,F,,,,,36,2756,,0,,
1999,3,253,1,9,31,681389.18,3535159.976,PP,M,,,,,13,0210PP,*,0,,
1998,8,246,1,9,31,681389.18,3535159.976,PP,M,,,,,17,5044PP,*,0,,
1998,8,246,1,9,31,681389.18,3535159.976,DM,M,J,,,,28,93,,0,,
1979,7,25,1,9,31,681389.18,3535159.976,DM,F,,,B,,44,4450,,0,,
1980,1,30,1,9,31,681389.18,3535159.976,OL,F,,,,,34,2022,,0,,
1981,6,46,1,9,31,681389.18,3535159.976,DO,M,,,,,47,2917,,0,,
1981,5,45,1,9,31,681389.18,3535159.976,DO,M,,,,,48,2917,,0,,
1986,11,105,1,9,31,681389.18,3535159.976,DM,M,,,,,52,6423,,0,,
1985,10,94,1,9,31,681389.18,3535159.976,DO,F,,,,,46,6371,,0,,
1983,12,75,1,9,31,681389.18,3535159.976,DO,M,,,,,53,3919,,0,,
1987,4,110,1,9,31,681389.18,3535159.976,DM,M,,,,,54,6423,,0,,
1987,2,107,1,9,31,681389.18,3535159.976,DO,M,,,,,43,6954,,0,,
2011,10,398,1,9,32,681395.429,3535160.231,PP,F,,,,,17,380C42,,,,
2012,9,409,1,9,32,681395.429,3535160.231,PP,M,,,,,24,,,,,
2009,8,376,1,9,32,681395.429,3535160.231,PP,M,,,,,22,38514D,,,,
2007,6,349,1,9,32,681395.429,3535160.231,PB,F,,,,,23,761C23,,,,
2007,10,353,1,9,32,681395.429,3535160.231,PB,M,,,,,40,6B7D40,,,,
2003,3,298,1,9,32,681395.429,3535160.231,OL,M,,,,,31,24766A,,0,,
2003,5,300,1,9,32,681395.429,3535160.231,PB,M,J,,,,16,0C4A6F,*,0,,
2003,2,296,1,9,32,681395.429,3535160.231,PB,M,,,,,43,724A49,,0,,
1990,6,148,1,9,32,681395.429,3535160.231,DM,M,,,,,46,8945,,0,,
1989,9,138,1,9,32,681395.429,3535160.231,DM,M,,,,,53,8558,,0,,
1988,8,125,1,9,32,681395.429,3535160.231,DM,F,,,E,,47,7855,,0,,
1988,2,119,1,9,32,681395.429,3535160.231,NAO,M,,,,,200,7760,,0,,
2008,2,357,1,9,32,681395.429,3535160.231,DM,M,,,,,42,2E2D15,,,,
2009,2,370,1,9,32,681395.429,3535160.231,DO,F,,,,,55,48724E,,,,
2008,4,359,1,9,32,681395.429,3535160.231,PP,M,,,,,21,2F0070,,,,
2000,6,265,1,9,32,681395.429,3535160.231,OT,M,,,,,26,563,,0,,
2000,11,270,1,9,32,681395.429,3535160.231,OT,M,,,,,22,305C7B,*,0,,
2002,10,292,1,9,32,681395.429,3535160.231,PP,F,,,,,17,6F743A,,0,,
1995,12,215,1,9,32,681395.429,3535160.231,DO,M,,,,,47,4D355A,,0,,
1978,10,16,1,9,32,681395.429,3535160.231,DM,F,,,,,41,1573,,0,,
1982,11,63,1,9,32,681395.429,3535160.231,DO,M,,,,,51,3979,,0,,
1981,3,44,1,9,32,681395.429,3535160.231,OL,F,,,,,33,2609,,0,,
1987,4,110,1,9,32,681395.429,3535160.231,NAO,F,,S,E,,117,7539,,0,,
2010,5,385,1,9,33,681401.458,3535160.056,DM,M,,,,,45,000834,*,000833,*,
2005,9,327,1,9,33,681401.458,3535160.056,DM,F,,,B,,45,4A2275,,0,,
2005,12,330,1,9,33,681401.458,3535160.056,DM,F,,,,,43,4A2275,,0,,
2006,11,342,1,9,33,681401.458,3535160.056,PP,F,,,,,,286648,*,0,,E
2002,12,294,1,9,33,681401.458,3535160.056,DM,M,,,,,52,362571,,0,,
2004,2,309,1,9,33,681401.458,3535160.056,OT,F,,,,,25,680239,,0,,
2004,7,314,1,9,33,681401.458,3535160.056,DM,F,,,B,,45,252F3A,,0,,
2002,12,295,1,9,33,681401.458,3535160.056,DM,M,,,,,49,2C0134,,0,,
2003,5,300,1,9,33,681401.458,3535160.056,PE,F,,,E,,26,0B7667,,0,,
2003,8,303,1,9,33,681401.458,3535160.056,PP,F,,,,,17,0F2A66,,0,,
1987,7,113,1,9,33,681401.458,3535160.056,DM,F,,,,,39,6983,,0,,
1988,11,128,1,9,33,681401.458,3535160.056,OL,M,J,,,,21,7351,,0,,
1988,2,119,1,9,33,681401.458,3535160.056,RM,F,,,,,8,7759,,0,,
1993,7,185,1,9,33,681401.458,3535160.056,DM,F,J,,,,19,170426,*,0,,
1992,3,169,1,9,33,681401.458,3535160.056,DM,M,,,,,49,7470,,0,,
2008,12,368,1,9,33,681401.458,3535160.056,DO,F,,,,,56,48724E,,,,
2007,12,355,1,9,33,681401.458,3535160.056,OT,F,,,,,22,4C3B7F,,,,
2008,5,360,1,9,33,681401.458,3535160.056,PB,M,,,,,35,31642E,*,,,
2001,8,279,1,9,33,681401.458,3535160.056,DM,M,,,,,24,733,*,0,,
2000,9,269,1,9,33,681401.458,3535160.056,PP,,,,,,,,,,,E
2002,7,290,1,9,33,681401.458,3535160.056,DO,F,,,E,,47,706,,0,,
2002,2,285,1,9,33,681401.458,3535160.056,DM,F,,,E,,42,729,,0,,
2001,10,281,1,9,33,681401.458,3535160.056,DM,F,,,,,22,37713D,*,0,,
2001,1,272,1,9,33,681401.458,3535160.056,DM,M,,,,,42,641,,0,,
